asset_id,request_id,status,source_file,runtime_file,sha256,creator,tool_model,created_at,license,source_url,attribution_required,attribution_text,approved_by,approved_at,integrated_at,replaces_asset_id,notes
AUD-SFX-001_notification-wav,AUD-SFX-001,received,materials/inbox/audio/sfx/AUD-SFX-001_notification_UW-UPGRADE-1.0_48k24b.wav,,dcee867b4cfc1f8f0d0ff75b29499c840798af7e81efdeffc69309adb8c2d31c,WorkBuddy AI Asset Agent,Python 3.13 + numpy/scipy procedural synthesis,2026-08-07T18:30:00+08:00,Project original - UW 0.5.0-pre-capture,Procedurally generated,false,,,,,,SFX: Notification chime (WAV)
AUD-SFX-001_notification-ogg,AUD-SFX-001,received,materials/inbox/audio/sfx/AUD-SFX-001_notification_UW-UPGRADE-1.0.ogg,,7cdb8bb7faabf0262baa841bd6143a0f58c1229b1da5bff9ff82e7aa07acb3f5,WorkBuddy AI Asset Agent,Python 3.13 + numpy/scipy procedural synthesis,2026-08-07T18:30:00+08:00,Project original - UW 0.5.0-pre-capture,Procedurally generated,false,,,,,,SFX: Notification chime (OGG)
AUD-SFX-001_success-wav,AUD-SFX-001,received,materials/inbox/audio/sfx/AUD-SFX-001_success_UW-UPGRADE-1.0_48k24b.wav,,be5cee2552f5679e025df5213ac9d2b28b6beac4ccaf911cd070886162dd7a91,WorkBuddy AI Asset Agent,Python 3.13 + numpy/scipy procedural synthesis,2026-08-07T18:30:00+08:00,Project original - UW 0.5.0-pre-capture,Procedurally generated,false,,,,,,SFX: Success confirmation (WAV)
AUD-SFX-001_success-ogg,AUD-SFX-001,received,materials/inbox/audio/sfx/AUD-SFX-001_success_UW-UPGRADE-1.0.ogg,,e8b161133558e7055f9bd9bcb124bba3f22dae6858293e8704d63c14396695d7,WorkBuddy AI Asset Agent,Python 3.13 + numpy/scipy procedural synthesis,2026-08-07T18:30:00+08:00,Project original - UW 0.5.0-pre-capture,Procedurally generated,false,,,,,,SFX: Success confirmation (OGG)
AUD-SFX-001_error-wav,AUD-SFX-001,received,materials/inbox/audio/sfx/AUD-SFX-001_error_UW-UPGRADE-1.0_48k24b.wav,,ed66c44d6cf85324c39220191bed4920d41e571a1920ab56e31271e8d5abe652,WorkBuddy AI Asset Agent,Python 3.13 + numpy/scipy procedural synthesis,2026-08-07T18:30:00+08:00,Project original - UW 0.5.0-pre-capture,Procedurally generated,false,,,,,,SFX: Error buzz (WAV)
AUD-SFX-001_error-ogg,AUD-SFX-001,received,materials/inbox/audio/sfx/AUD-SFX-001_error_UW-UPGRADE-1.0.ogg,,6bf875543956f35cbf010873d85c682d43403f9145385641227885a410729561,WorkBuddy AI Asset Agent,Python 3.13 + numpy/scipy procedural synthesis,2026-08-07T18:30:00+08:00,Project original - UW 0.5.0-pre-capture,Procedurally generated,false,,,,,,SFX: Error buzz (OGG)
AUD-SFX-001_quest_accept-wav,AUD-SFX-001,received,materials/inbox/audio/sfx/AUD-SFX-001_quest_accept_UW-UPGRADE-1.0_48k24b.wav,,f9fcbd4e1234aff96234b41daa151a72ca21e32f533d7ce6b21044ecbc382ad4,WorkBuddy AI Asset Agent,Python 3.13 + numpy/scipy procedural synthesis,2026-08-07T18:30:00+08:00,Project original - UW 0.5.0-pre-capture,Procedurally generated,false,,,,,,SFX: Quest accept (WAV)
AUD-SFX-001_quest_accept-ogg,AUD-SFX-001,received,materials/inbox/audio/sfx/AUD-SFX-001_quest_accept_UW-UPGRADE-1.0.ogg,,47f766dc44a40f36d44d1f979a8d65f4d92d71bfe4ba4455365360cc89132f23,WorkBuddy AI Asset Agent,Python 3.13 + numpy/scipy procedural synthesis,2026-08-07T18:30:00+08:00,Project original - UW 0.5.0-pre-capture,Procedurally generated,false,,,,,,SFX: Quest accept (OGG)
AUD-SFX-001_quest_complete-wav,AUD-SFX-001,received,materials/inbox/audio/sfx/AUD-SFX-001_quest_complete_UW-UPGRADE-1.0_48k24b.wav,,cf1629f8197016e1b18decb8be516c99152089f3957c86e8ff0b9e6b6df64819,WorkBuddy AI Asset Agent,Python 3.13 + numpy/scipy procedural synthesis,2026-08-07T18:30:00+08:00,Project original - UW 0.5.0-pre-capture,Procedurally generated,false,,,,,,SFX: Quest complete (WAV)
AUD-SFX-001_quest_complete-ogg,AUD-SFX-001,received,materials/inbox/audio/sfx/AUD-SFX-001_quest_complete_UW-UPGRADE-1.0.ogg,,6057bd9e36b4c2fb180da87b485b555bbdc25293ddd81eb46a8b18943b044da1,WorkBuddy AI Asset Agent,Python 3.13 + numpy/scipy procedural synthesis,2026-08-07T18:30:00+08:00,Project original - UW 0.5.0-pre-capture,Procedurally generated,false,,,,,,SFX: Quest complete (OGG)
AUD-SFX-001_day_settle-wav,AUD-SFX-001,received,materials/inbox/audio/sfx/AUD-SFX-001_day_settle_UW-UPGRADE-1.0_48k24b.wav,,85e0a1de44fad6d203c85834797ea6b2a8805186cbd80becba9debc9b59b30a5,WorkBuddy AI Asset Agent,Python 3.13 + numpy/scipy procedural synthesis,2026-08-07T18:30:00+08:00,Project original - UW 0.5.0-pre-capture,Procedurally generated,false,,,,,,SFX: Day settlement (WAV)
AUD-SFX-001_day_settle-ogg,AUD-SFX-001,received,materials/inbox/audio/sfx/AUD-SFX-001_day_settle_UW-UPGRADE-1.0.ogg,,bcf2b17919e9df74c6e357ecbf26e65addbc9a6cfdff26795d230ed466276790,WorkBuddy AI Asset Agent,Python 3.13 + numpy/scipy procedural synthesis,2026-08-07T18:30:00+08:00,Project original - UW 0.5.0-pre-capture,Procedurally generated,false,,,,,,SFX: Day settlement (OGG)
AUD-SFX-001_page_turn-wav,AUD-SFX-001,received,materials/inbox/audio/sfx/AUD-SFX-001_page_turn_UW-UPGRADE-1.0_48k24b.wav,,04b9d2a30667adbcbcf711267fc471c63e2eb949e6bd51a78f8415182d89e44e,WorkBuddy AI Asset Agent,Python 3.13 + numpy/scipy procedural synthesis,2026-08-07T18:30:00+08:00,Project original - UW 0.5.0-pre-capture,Procedurally generated,false,,,,,,SFX: Page turn (WAV)
AUD-SFX-001_page_turn-ogg,AUD-SFX-001,received,materials/inbox/audio/sfx/AUD-SFX-001_page_turn_UW-UPGRADE-1.0.ogg,,91729fb9550cab757b545c5c9dd5f37236140b7948000a1bf588fe4a85141496,WorkBuddy AI Asset Agent,Python 3.13 + numpy/scipy procedural synthesis,2026-08-07T18:30:00+08:00,Project original - UW 0.5.0-pre-capture,Procedurally generated,false,,,,,,SFX: Page turn (OGG)
AUD-SFX-002_footstep_grass-wav,AUD-SFX-002,received,materials/inbox/audio/sfx/AUD-SFX-002_footstep_grass_UW-UPGRADE-1.0_48k24b.wav,,d773d54e66528acb31ff06402a31e4dd89bfaba527a8929a947e51dbd4abb91c,WorkBuddy AI Asset Agent,Python 3.13 + numpy/scipy procedural synthesis,2026-08-07T18:30:00+08:00,Project original - UW 0.5.0-pre-capture,Procedurally generated,false,,,,,,SFX: Grass footstep (WAV)
AUD-SFX-002_footstep_grass-ogg,AUD-SFX-002,received,materials/inbox/audio/sfx/AUD-SFX-002_footstep_grass_UW-UPGRADE-1.0.ogg,,f957bfdf5da7b555476f27e514f277a74e1f91afbfff035ed80cb594cd68c16a,WorkBuddy AI Asset Agent,Python 3.13 + numpy/scipy procedural synthesis,2026-08-07T18:30:00+08:00,Project original - UW 0.5.0-pre-capture,Procedurally generated,false,,,,,,SFX: Grass footstep (OGG)
AUD-SFX-002_footstep_stone-wav,AUD-SFX-002,received,materials/inbox/audio/sfx/AUD-SFX-002_footstep_stone_UW-UPGRADE-1.0_48k24b.wav,,ea5e8f962890a4899e62a720f631d008d4d24bd106679cbf0b617b634ac6f5eb,WorkBuddy AI Asset Agent,Python 3.13 + numpy/scipy procedural synthesis,2026-08-07T18:30:00+08:00,Project original - UW 0.5.0-pre-capture,Procedurally generated,false,,,,,,SFX: Stone footstep (WAV)
AUD-SFX-002_footstep_stone-ogg,AUD-SFX-002,received,materials/inbox/audio/sfx/AUD-SFX-002_footstep_stone_UW-UPGRADE-1.0.ogg,,8c0b9d769d7813725e7158ac8437a832d72a6af436e2aacc5f4c89bfc0d6bc09,WorkBuddy AI Asset Agent,Python 3.13 + numpy/scipy procedural synthesis,2026-08-07T18:30:00+08:00,Project original - UW 0.5.0-pre-capture,Procedurally generated,false,,,,,,SFX: Stone footstep (OGG)
AUD-SFX-002_footstep_wood-wav,AUD-SFX-002,received,materials/inbox/audio/sfx/AUD-SFX-002_footstep_wood_UW-UPGRADE-1.0_48k24b.wav,,8cabd92aadcaa5f4dee3102ad2deab11cdb3c956a0aaa058b87ae9cdcb7bde11,WorkBuddy AI Asset Agent,Python 3.13 + numpy/scipy procedural synthesis,2026-08-07T18:30:00+08:00,Project original - UW 0.5.0-pre-capture,Procedurally generated,false,,,,,,SFX: Wood footstep (WAV)
AUD-SFX-002_footstep_wood-ogg,AUD-SFX-002,received,materials/inbox/audio/sfx/AUD-SFX-002_footstep_wood_UW-UPGRADE-1.0.ogg,,a590a2755cb77af6780bc80435b26fc37d036db384af7eaef9a21998a44dea93,WorkBuddy AI Asset Agent,Python 3.13 + numpy/scipy procedural synthesis,2026-08-07T18:30:00+08:00,Project original - UW 0.5.0-pre-capture,Procedurally generated,false,,,,,,SFX: Wood footstep (OGG)
AUD-SFX-002_door_open-wav,AUD-SFX-002,received,materials/inbox/audio/sfx/AUD-SFX-002_door_open_UW-UPGRADE-1.0_48k24b.wav,,cff88e3e74af512c5ecbeab03bb0bdf2340df34027e3648fb893a7284f992e17,WorkBuddy AI Asset Agent,Python 3.13 + numpy/scipy procedural synthesis,2026-08-07T18:30:00+08:00,Project original - UW 0.5.0-pre-capture,Procedurally generated,false,,,,,,SFX: Door open creak (WAV)
AUD-SFX-002_door_open-ogg,AUD-SFX-002,received,materials/inbox/audio/sfx/AUD-SFX-002_door_open_UW-UPGRADE-1.0.ogg,,b9f5414b7c668d4a8eedbed5f03d0756f4b493e11dcd97617221afd9d85f8b76,WorkBuddy AI Asset Agent,Python 3.13 + numpy/scipy procedural synthesis,2026-08-07T18:30:00+08:00,Project original - UW 0.5.0-pre-capture,Procedurally generated,false,,,,,,SFX: Door open creak (OGG)
AUD-SFX-002_door_close-wav,AUD-SFX-002,received,materials/inbox/audio/sfx/AUD-SFX-002_door_close_UW-UPGRADE-1.0_48k24b.wav,,d6d353a14a6adc8ed7de080c260b41ddb0dc4ad16279c372bf6f567361326263,WorkBuddy AI Asset Agent,Python 3.13 + numpy/scipy procedural synthesis,2026-08-07T18:30:00+08:00,Project original - UW 0.5.0-pre-capture,Procedurally generated,false,,,,,,SFX: Door close thud (WAV)
AUD-SFX-002_door_close-ogg,AUD-SFX-002,received,materials/inbox/audio/sfx/AUD-SFX-002_door_close_UW-UPGRADE-1.0.ogg,,d7b34385bbb082d610978c9771b29dfa258730926a0543c84921e87538836051,WorkBuddy AI Asset Agent,Python 3.13 + numpy/scipy procedural synthesis,2026-08-07T18:30:00+08:00,Project original - UW 0.5.0-pre-capture,Procedurally generated,false,,,,,,SFX: Door close thud (OGG)
AUD-SFX-002_item_pickup-wav,AUD-SFX-002,received,materials/inbox/audio/sfx/AUD-SFX-002_item_pickup_UW-UPGRADE-1.0_48k24b.wav,,c7e9bfc9846b6efa77a7d536e74a58626d42e3273a8a68e322293564bfc86d2f,WorkBuddy AI Asset Agent,Python 3.13 + numpy/scipy procedural synthesis,2026-08-07T18:30:00+08:00,Project original - UW 0.5.0-pre-capture,Procedurally generated,false,,,,,,SFX: Item pickup (WAV)
AUD-SFX-002_item_pickup-ogg,AUD-SFX-002,received,materials/inbox/audio/sfx/AUD-SFX-002_item_pickup_UW-UPGRADE-1.0.ogg,,28f84b87e8586940ec22dc332cd9f57a45d333a8987efb27b72dc02b6a16e482,WorkBuddy AI Asset Agent,Python 3.13 + numpy/scipy procedural synthesis,2026-08-07T18:30:00+08:00,Project original - UW 0.5.0-pre-capture,Procedurally generated,false,,,,,,SFX: Item pickup (OGG)
AUD-SFX-002_book_open-wav,AUD-SFX-002,received,materials/inbox/audio/sfx/AUD-SFX-002_book_open_UW-UPGRADE-1.0_48k24b.wav,,c7954b71b172c38c04ddab88134665c2b5a233fee51cb086f348c54c574c1c6e,WorkBuddy AI Asset Agent,Python 3.13 + numpy/scipy procedural synthesis,2026-08-07T18:30:00+08:00,Project original - UW 0.5.0-pre-capture,Procedurally generated,false,,,,,,SFX: Book open (WAV)
AUD-SFX-002_book_open-ogg,AUD-SFX-002,received,materials/inbox/audio/sfx/AUD-SFX-002_book_open_UW-UPGRADE-1.0.ogg,,ecc0f0e041178c7f570d94e88861ef1cef9e850401c53c0d7c474b722b4bf8b4,WorkBuddy AI Asset Agent,Python 3.13 + numpy/scipy procedural synthesis,2026-08-07T18:30:00+08:00,Project original - UW 0.5.0-pre-capture,Procedurally generated,false,,,,,,SFX: Book open (OGG)
AUD-SFX-002_clue_select-wav,AUD-SFX-002,received,materials/inbox/audio/sfx/AUD-SFX-002_clue_select_UW-UPGRADE-1.0_48k24b.wav,,d0fda30406a1df2369b11b08aafc87ca36cb56c3f2b0ce9d2f3a0ccafd63a6ef,WorkBuddy AI Asset Agent,Python 3.13 + numpy/scipy procedural synthesis,2026-08-07T18:30:00+08:00,Project original - UW 0.5.0-pre-capture,Procedurally generated,false,,,,,,SFX: Clue discovery (WAV)
AUD-SFX-002_clue_select-ogg,AUD-SFX-002,received,materials/inbox/audio/sfx/AUD-SFX-002_clue_select_UW-UPGRADE-1.0.ogg,,450767ceb0414476296ef200e985c5c82bc8b8fc7bc21ae279db040bc687a99e,WorkBuddy AI Asset Agent,Python 3.13 + numpy/scipy procedural synthesis,2026-08-07T18:30:00+08:00,Project original - UW 0.5.0-pre-capture,Procedurally generated,false,,,,,,SFX: Clue discovery (OGG)
AUD-SFX-002_sacred_ink-wav,AUD-SFX-002,received,materials/inbox/audio/sfx/AUD-SFX-002_sacred_ink_UW-UPGRADE-1.0_48k24b.wav,,2d6c774551a3b1d35015bbe1fd8c25a3edcf7ee3a15f02c6665ea1d75b48aaa0,WorkBuddy AI Asset Agent,Python 3.13 + numpy/scipy procedural synthesis,2026-08-07T18:30:00+08:00,Project original - UW 0.5.0-pre-capture,Procedurally generated,false,,,,,,SFX: Sacred arts cast (WAV)
AUD-SFX-002_sacred_ink-ogg,AUD-SFX-002,received,materials/inbox/audio/sfx/AUD-SFX-002_sacred_ink_UW-UPGRADE-1.0.ogg,,c75a8724f040c40272e931df7948accd5710f807b948239baeda00485d10ec3d,WorkBuddy AI Asset Agent,Python 3.13 + numpy/scipy procedural synthesis,2026-08-07T18:30:00+08:00,Project original - UW 0.5.0-pre-capture,Procedurally generated,false,,,,,,SFX: Sacred arts cast (OGG)
AUD-SFX-002_boundary_ripple-wav,AUD-SFX-002,received,materials/inbox/audio/sfx/AUD-SFX-002_boundary_ripple_UW-UPGRADE-1.0_48k24b.wav,,ba9e54d3f4540aee74c3f74f252bb87ea796a3ebcc4e280d422e777413a00475,WorkBuddy AI Asset Agent,Python 3.13 + numpy/scipy procedural synthesis,2026-08-07T18:30:00+08:00,Project original - UW 0.5.0-pre-capture,Procedurally generated,false,,,,,,SFX: Boundary disturbance (WAV)
AUD-SFX-002_boundary_ripple-ogg,AUD-SFX-002,received,materials/inbox/audio/sfx/AUD-SFX-002_boundary_ripple_UW-UPGRADE-1.0.ogg,,aa5cd7b1322ca92ddf9be5b0178067bc6c4c50e4a752d6fe6cf590d495c8f35a,WorkBuddy AI Asset Agent,Python 3.13 + numpy/scipy procedural synthesis,2026-08-07T18:30:00+08:00,Project original - UW 0.5.0-pre-capture,Procedurally generated,false,,,,,,SFX: Boundary disturbance (OGG)
AUD-SFX-002_relationship_up-wav,AUD-SFX-002,received,materials/inbox/audio/sfx/AUD-SFX-002_relationship_up_UW-UPGRADE-1.0_48k24b.wav,,3c3b64f99b2f232eba5f5a0c645588c46d5ec3e5581657fc039442e17e2828d6,WorkBuddy AI Asset Agent,Python 3.13 + numpy/scipy procedural synthesis,2026-08-07T18:30:00+08:00,Project original - UW 0.5.0-pre-capture,Procedurally generated,false,,,,,,SFX: Relationship increase (WAV)
AUD-SFX-002_relationship_up-ogg,AUD-SFX-002,received,materials/inbox/audio/sfx/AUD-SFX-002_relationship_up_UW-UPGRADE-1.0.ogg,,6e107a2e397dbdb64ad3c107d8266c165b15010bf0c9099699d5625a6f69803d,WorkBuddy AI Asset Agent,Python 3.13 + numpy/scipy procedural synthesis,2026-08-07T18:30:00+08:00,Project original - UW 0.5.0-pre-capture,Procedurally generated,false,,,,,,SFX: Relationship increase (OGG)
AUD-SFX-002_reward-wav,AUD-SFX-002,received,materials/inbox/audio/sfx/AUD-SFX-002_reward_UW-UPGRADE-1.0_48k24b.wav,,a8225c1205114478cd566a8cb0dddb6cbf0bc6b93fae34051dfc7f3e8ac2dd67,WorkBuddy AI Asset Agent,Python 3.13 + numpy/scipy procedural synthesis,2026-08-07T18:30:00+08:00,Project original - UW 0.5.0-pre-capture,Procedurally generated,false,,,,,,SFX: Reward received (WAV)
AUD-SFX-002_reward-ogg,AUD-SFX-002,received,materials/inbox/audio/sfx/AUD-SFX-002_reward_UW-UPGRADE-1.0.ogg,,b838ca37bf2acf2859b06db8c72bf6d3d0a8f062f00cbaf3f90b4416c925e65f,WorkBuddy AI Asset Agent,Python 3.13 + numpy/scipy procedural synthesis,2026-08-07T18:30:00+08:00,Project original - UW 0.5.0-pre-capture,Procedurally generated,false,,,,,,SFX: Reward received (OGG)
AUD-SFX-002_capture_silence-wav,AUD-SFX-002,received,materials/inbox/audio/sfx/AUD-SFX-002_capture_silence_UW-UPGRADE-1.0_48k24b.wav,,96387ed618b47c679bcb5b987923d26401aba8cd1068a214c30c1f4658a9dfc7,WorkBuddy AI Asset Agent,Python 3.13 + numpy/scipy procedural synthesis,2026-08-07T18:30:00+08:00,Project original - UW 0.5.0-pre-capture,Procedurally generated,false,,,,,,SFX: Capture moment (WAV)
AUD-SFX-002_capture_silence-ogg,AUD-SFX-002,received,materials/inbox/audio/sfx/AUD-SFX-002_capture_silence_UW-UPGRADE-1.0.ogg,,c0cd683daaabeb39ca8495d7a5ea2152c12ca6310ee25e5c054d71b70680abd6,WorkBuddy AI Asset Agent,Python 3.13 + numpy/scipy procedural synthesis,2026-08-07T18:30:00+08:00,Project original - UW 0.5.0-pre-capture,Procedurally generated,false,,,,,,SFX: Capture moment (OGG)
AUD-SFX-002_rain_drop-wav,AUD-SFX-002,received,materials/inbox/audio/sfx/AUD-SFX-002_rain_drop_UW-UPGRADE-1.0_48k24b.wav,,24955a93fbeb5a8fc224a8575855b0a21f39cccb93044cab32b3665d146ea404,WorkBuddy AI Asset Agent,Python 3.13 + numpy/scipy procedural synthesis,2026-08-07T18:30:00+08:00,Project original - UW 0.5.0-pre-capture,Procedurally generated,false,,,,,,SFX: Rain drop hit (WAV)
AUD-SFX-002_rain_drop-ogg,AUD-SFX-002,received,materials/inbox/audio/sfx/AUD-SFX-002_rain_drop_UW-UPGRADE-1.0.ogg,,6bd0cd79a2ef50a24f975b3c617b986663079bc1caaf27fa930553b8a9396c47,WorkBuddy AI Asset Agent,Python 3.13 + numpy/scipy procedural synthesis,2026-08-07T18:30:00+08:00,Project original - UW 0.5.0-pre-capture,Procedurally generated,false,,,,,,SFX: Rain drop hit (OGG)
sfx_measurements_v004,AUD-SFX-001,received,materials/inbox/audio/sfx/sfx_measurements_v004.json,,1f611eee647d6705f0b541101b7d6195c64c7b593a92cb9eb990ffbdd401d475,WorkBuddy AI Asset Agent,Python 3.13 + numpy/scipy procedural synthesis,2026-08-07T18:30:00+08:00,Project original - UW 0.5.0-pre-capture,Procedurally generated,false,,,,,,SFX measurements metadata
